date,open,high,low,close,volume,norders,mid_price,lbband,hbband,vvolat,mavg_12,mavg_26,ema_12,ema_26,macd,rsi,momentum
2020-10-01 09:35:00,4396600.0,4400500.0,4384500.0,4385200.0,23286.0,572,4392500.0,4379852.993361328,4409619.733911399,15757.0,4394736.363636363,4394736.363636363,4393488.997279971,4395150.053909726,-1661.0566297564656,38.94531945885326,0.0
2020-10-01 09:35:30,4384700.0,4396500.0,4384600.0,4388600.0,8809.0,228,4390550.0,4379577.104815595,4408872.895184405,15371.3,4394225.0,4394225.0,4392736.843852283,4394664.864731229,-1928.0208789454773,43.20991214986,0.0
2020-10-01 09:36:00,4388200.0,4391000.0,4383500.0,4387500.0,18349.0,298,4387250.0,4379185.250991744,4408230.13362364,14584.169999999998,4393441.666666667,4393707.692307692,4391931.175567317,4394134.134010397,-2202.958443080075,42.18332031140943,-0.2137869862857923
2020-10-01 09:36:30,4385800.0,4397000.0,4378000.0,4396500.0,39176.0,819,4387500.0,4379839.253527038,4407975.032187249,15025.752999999995,4393750.0,4393907.142857143,4392634.071633884,4394309.38334296,-1675.3117090761664,52.1914800913373,0.0842287379348024
2020-10-01 09:37:00,4396800.0,4397300.0,4387100.0,4390000.0,15095.0,312,4392200.0,4379916.7253379915,4407376.607995343,14543.177699999995,4392566.666666667,4393646.666666667,4392228.829844057,4393990.169762,-1761.3399179447442,45.99849246768872,-0.3224195086508333
2020-10-01 09:37:30,4391100.0,4391200.0,4382000.0,4386400.0,15443.0,337,4386600.0,4379444.6648031585,4406942.8351968415,14008.859929999995,4390541.666666667,4393193.75,4391332.086791124,4393427.934964815,-2095.8481736909603,42.95816640496631,-0.5509329584873149
2020-10-01 09:38:00,4386200.0,4386600.0,4378500.0,4382400.0,30156.0,494,4382550.0,4378285.844727654,4406831.80233117,13417.973936999995,4389241.666666667,4392558.823529412,4389957.9195924895,4392611.050893348,-2653.131300858222,39.80964236331281,-0.35470668485675305
2020-10-01 09:38:30,4383900.0,4388200.0,4380500.0,4383500.0,12739.0,289,4384350.0,4377577.185140466,4406533.925970647,12846.176543299998,4388850.0,4392055.555555556,4388964.393501337,4391936.158234581,-2971.764733244665,41.08837473414536,-0.10710541907843762
2020-10-01 09:39:00,4383500.0,4383500.0,4370900.0,4372700.0,21549.0,538,4377200.0,4374504.741206986,4407568.94300354,12821.558888969996,4387766.666666667,4391036.842105263,4386462.179116515,4390511.257624612,-4049.078508096746,33.5516539919073,-0.29641790364137993
2020-10-01 09:39:30,4372500.0,4376400.0,4367000.0,4369500.0,15469.0,457,4371700.0,4371311.311038038,4408608.688961962,12479.403000072998,4386108.333333333,4389960.0,4383852.61309859,4388954.8681709375,-5102.255072347821,31.696476954009384,-0.4533649245910602
2020-10-01 09:40:00,4372100.0,4380600.0,4367500.0,4374000.0,24828.0,476,4374050.0,4369223.136893087,4408406.863106913,12541.462700065698,4384366.666666667,4389200.0,4382336.8264680365,4387847.100158276,-5510.273690238595,36.97409252325953,-0.4755512070809347
2020-10-01 09:40:30,4373100.0,4374800.0,4367500.0,4370200.0,15518.0,344,4371150.0,4366593.269392958,4408776.730607042,12017.316430059129,4382208.333333333,4388336.363636363,4380469.622396031,4386539.90755396,-6070.285157928243,34.546611363200576,-0.5891585723709651
2020-10-01 09:41:00,4372000.0,4384000.0,4369000.0,4381500.0,25161.0,578,4376500.0,4366730.5650938265,4406369.4349061735,12315.584787053212,4381900.0,4388039.130434782,4380628.142027412,4386166.581068481,-5538.439041069711,45.91750491787357,-0.08437471495028734
2020-10-01 09:41:30,4381000.0,4381800.0,4373100.0,4378500.0,13288.0,329,4377450.0,4368243.964542442,4401636.035457558,11954.026308347893,4381058.333333333,4387641.666666667,4380300.735561656,4385598.686174518,-5297.950612863526,43.74472545248417,-0.2301417308481065
2020-10-01 09:42:00,4378200.0,4387500.0,4377800.0,4380100.0,20293.0,387,4382650.0,4368356.599826622,4399733.400173378,11728.623677513104,4380441.666666667,4387340.0,4380269.853167553,4385191.376087518,-4921.522919964044,45.23318909450235,-0.16866096866096866
2020-10-01 09:42:30,4380000.0,4384600.0,4378600.0,4381100.0,12007.0,248,4381600.0,4368072.586641827,4399307.413358173,11155.761309761792,4379158.333333333,4387100.0,4380397.568064854,4384888.3111921465,-4490.7431272929525,46.19146561232139,-0.35027863072898896
2020-10-01 09:43:00,4380000.0,4382700.0,4374800.0,4377400.0,14690.0,305,4378750.0,4367453.511448032,4399096.488551968,10830.185178785612,4378108.333333333,4386350.0,4379936.403747183,4384333.62147421,-4397.217727026902,43.1808780044355,-0.2870159453302961
2020-10-01 09:43:30,4377400.0,4381900.0,4376500.0,4379600.0,8417.0,185,4379200.0,4367146.678478812,4398423.321521188,10287.166660907049,4377541.666666667,4385842.307692308,4379884.649324539,4383982.982846491,-4098.33352195192,45.45719447405965,-0.1550246215575415
2020-10-01 09:44:00,4378900.0,4386700.0,4377200.0,4377500.0,14871.0,314,4381950.0,4367158.269332265,4396671.730667735,10208.449994816348,4377133.333333333,4384815.384615385,4379517.780197687,4383502.7618948985,-3984.9816972119734,43.659172800647724,-0.11181087988316904
2020-10-01 09:44:30,4377100.0,4383100.0,4376400.0,4378200.0,14076.0,298,4379750.0,4367713.069474891,4394326.930525109,9857.604995334712,4376691.666666667,4383565.384615385,4379315.044782658,4383109.9647175,-3794.919934841804,44.44795262250732,-0.12090795026805065
2020-10-01 09:45:00,4379100.0,4383600.0,4376000.0,4376000.0,14496.0,277,4379800.0,4367226.8233342515,4393893.1766657485,9631.84449580124,4376966.666666667,4382719.230769231,4378805.037893019,4382583.300664351,-3778.262771332637,42.43706749188779,0.07546824616369749
2020-10-01 09:45:30,4376400.0,4380000.0,4371300.0,4372900.0,11207.0,310,4375650.0,4366579.7167518055,4392970.2832481945,9538.660046221115,4377250.0,4382130.769230769,4377896.570524862,4381866.019133658,-3969.4486087961122,39.71080370515707,0.07781210664835794
2020-10-01 09:46:00,4372100.0,4373800.0,4369100.0,4371400.0,15748.0,401,4371450.0,4365793.642384933,4392146.357615067,9054.794041599003,4377033.333333333,4381580.769230769,4376897.098136421,4381090.758457092,-4193.660320669413,38.42449580916253,-0.0594421582075903
2020-10-01 09:46:30,4371400.0,4376500.0,4371400.0,4374400.0,9292.0,198,4373950.0,4367308.054419003,4388421.945580997,8659.314637439104,4377383.333333333,4381003.846153846,4376512.929192357,4380595.146719528,-4082.2175271715973,42.440273471776656,0.09610544139856303
2020-10-01 09:47:00,4373400.0,4385600.0,4373400.0,4384500.0,24026.0,467,4379500.0,4368076.872228331,4387103.127771669,9013.383173695194,4377633.333333333,4380603.846153846,4377741.7093166085,4380884.395110674,-3142.6857940647747,53.44773757626953,0.06846970215679561
2020-10-01 09:47:30,4383500.0,4389700.0,4382400.0,4386700.0,13394.0,310,4386050.0,4368035.574729896,4387174.425270104,8842.044856325676,4378316.666666667,4380242.307692308,4379119.907883285,4381315.180658032,-2195.272774747573,55.44639075218311,0.1872787484298276
2020-10-01 09:48:00,4387200.0,4394700.0,4386700.0,4391600.0,18479.0,438,4390700.0,4366871.20261037,4389258.79738963,8757.84037069311,4379275.0,4380488.461538462,4381039.922055087,4382077.0191278085,-1037.0970727205276,59.606165463456534,0.2625510833086003
2020-10-01 09:48:30,4392500.0,4395000.0,4390000.0,4391700.0,18083.0,400,4392500.0,4365988.8676925115,4390961.1323074885,8382.0563336238,4380158.333333333,4380607.692307692,4382679.934046612,4382789.832525748,-109.89847913570702,59.68888352508446,0.2419483691310401
2020-10-01 09:49:00,4392200.0,4392700.0,4390000.0,4391100.0,11837.0,300,4391350.0,4366063.612225275,4392726.387774725,7813.850700261419,4381300.0,4380746.153846154,4383975.328808672,4383405.400486804,569.9283218681812,58.909402020566674,0.3129711701009732
2020-10-01 09:49:30,4391400.0,4397100.0,4391400.0,4395800.0,15984.0,436,4394250.0,4366390.377099934,4395029.622900066,7632.465630235277,4382650.0,4380719.230769231,4385794.508991953,4384323.518969262,1470.9900226909667,62.986945298283466,0.3698967942277834
2020-10-01 09:50:00,4395400.0,4397300.0,4392600.0,4393100.0,22936.0,451,4394950.0,4366728.430782135,4396601.569217865,7339.2190672117495,4383950.0,4380838.461538462,4386918.430685499,4384973.628675242,1944.8020102567968,59.34375599921544,0.35636778983438033
2020-10-01 09:50:30,4393100.0,4395900.0,4391700.0,4392600.0,8256.0,218,4393800.0,4368097.96149661,4397472.03850339,7025.297160490572,4385150.0,4381076.923076923,4387792.518272345,4385538.545069668,2253.9732026765123,58.66702483144324,0.32890228861175824
2020-10-01 09:51:00,4392400.0,4396500.0,4391100.0,4394400.0,13140.0,305,4393800.0,4367915.606682823,4398944.393317177,6862.767444441517,4386683.333333333,4381538.461538462,4388809.053922754,4386194.949138582,2614.1047841720283,60.417019884309646,0.4204753199268739
2020-10-01 09:51:30,4394400.0,4395900.0,4392800.0,4393600.0,8269.0,165,4394350.0,4368240.060363863,4400129.939636137,6486.4906999973655,4388408.333333333,4381926.923076923,4389546.122550023,4386743.471424613,2802.6511254096404,59.21699924579829,0.4733700747787509
2020-10-01 09:52:00,4392600.0,4392600.0,4386000.0,4386400.0,14961.0,366,4389300.0,4368641.626817354,4400358.373182646,6597.84162999763,4389658.333333333,4382453.846153846,4389062.103696173,4386718.029096864,2344.074599308893,49.657383407048776,0.34313949764377544
2020-10-01 09:52:30,4386900.0,4389000.0,4383200.0,4385000.0,16373.0,289,4386100.0,4368912.924724547,4400477.075275453,6518.057466997866,4390541.666666667,4383050.0,4388437.164665991,4386590.767682281,1846.396983711049,48.03363144813082,0.24231894659839065
2020-10-01 09:53:00,4384300.0,4384500.0,4380500.0,4380600.0,11293.0,229,4382500.0,4369308.878297143,4400401.121702857,6316.25172029808,4390216.666666667,4383303.846153846,4387231.447025071,4386147.007113223,1084.439911847934,43.247286010622815,-0.08894970920287376
2020-10-01 09:53:30,4381600.0,4382000.0,4378600.0,4379700.0,9967.0,228,4380300.0,4369320.57916137,4400399.42083863,6024.626548268271,4389633.333333333,4383669.230769231,4386072.762867368,4385669.451030762,403.3118366058917,42.31840010280858,-0.15957325552237445
2020-10-01 09:54:00,4378800.0,4380500.0,4378000.0,4380000.0,8598.0,214,4379250.0,4369645.472627879,4400324.527372121,5672.163893441445,4388666.666666667,4383611.538461538,4385138.491657004,4385249.49169515,-111.00003814604132,42.75973531345645,-0.2641406321158576
2020-10-01 09:54:30,4380300.0,4380700.0,4373400.0,4374800.0,18504.0,365,4377050.0,4369107.514523322,4400522.485476678,5834.9475040973,4387258.333333333,4383469.230769231,4383547.954479003,4384475.455273286,-927.5007942831144,37.415887264077284,-0.3848168135346221
2020-10-01 09:55:00,4374400.0,4381100.0,4374300.0,4380600.0,14220.0,288,4377700.0,4369730.761527257,4400359.238472743,5931.452753687571,4386383.333333333,4383488.461538462,4383094.423020695,4384188.384512303,-1093.9614916071296,45.58454485226762,-0.2391200382592061
2020-10-01 09:55:30,4380200.0,4381600.0,4377700.0,4380000.0,6680.0,195,4379650.0,4370922.016715024,4399877.983284976,5728.307478318813,4385066.666666667,4383446.153846154,4382618.357940588,4383878.133807687,-1259.7758670989426,44.931199886608866,-0.3594340051867692
2020-10-01 09:56:00,4380000.0,4383700.0,4378600.0,4381600.0,9098.0,205,4381150.0,4372785.229525815,4399034.770474185,5665.476730486932,4384108.333333333,4383607.692307692,4382461.68748819,4383709.383155266,-1247.6956670759246,47.10823965880872,-0.2617741458195807
2020-10-01 09:56:30,4382400.0,4382900.0,4374700.0,4376900.0,10240.0,237,4378800.0,4373309.5491239,4398760.450876099,5918.9290574382385,4382800.0,4383503.846153846,4381606.043259238,4383204.9844030235,-1598.9411437856033,41.871705307625405,-0.35741929608887674
2020-10-01 09:57:00,4377100.0,4378600.0,4368800.0,4370300.0,17263.0,417,4373700.0,4370869.291784902,4399780.708215098,6307.036151694415,4380791.666666667,4383226.923076923,4379866.651988586,4382249.059632429,-2382.407643842511,35.84587344921472,-0.5484252685235754
2020-10-01 09:57:30,4371200.0,4376500.0,4369000.0,4369600.0,6850.0,196,4372750.0,4368497.511151983,4400442.4888480175,6426.332536524976,4378791.666666667,4382896.153846154,4378287.167067265,4381312.092252249,-3024.925184983761,35.266186335621185,-0.5462490895848506
2020-10-01 09:58:00,4369400.0,4373200.0,4364900.0,4367000.0,14538.0,367,4369050.0,4365921.177869149,4400558.822130851,6613.699282872476,4377175.0,4382550.0,4376550.679826147,4380251.937270601,-3701.2574444543575,33.12353665173423,-0.44227612620828016
2020-10-01 09:58:30,4367400.0,4368500.0,4362300.0,4366800.0,10708.0,326,4365400.0,4363733.513204011,4400256.486795989,6572.329354585228,4375658.333333333,4382315.384615385,4375050.575237509,4379255.497472779,-4204.922235270031,32.95765805686514,-0.4150513112884835
2020-10-01 09:59:00,4366600.0,4372000.0,4364000.0,4371200.0,11487.0,233,4368000.0,4362662.933713375,4399337.066286625,6715.096419126707,4374875.0,4382307.692307692,4374458.1790471235,4378658.793956277,-4200.614909154363,40.068428768688534,-0.2145824772862165
2020-10-01 09:59:30,4370100.0,4373700.0,4368900.0,4371200.0,11551.0,210,4371300.0,4362288.684260041,4397251.315739959,6523.5867772140355,4374166.666666667,4382184.615384615,4373956.9207321815,4378106.290700257,-4149.3699680762375,40.068428768688534,-0.19407721990090648
2020-10-01 10:00:00,4370300.0,4372800.0,4362500.0,4371600.0,12371.0,338,4367650.0,4361998.1170573635,4395391.8829426365,6901.2280994926305,4373466.666666667,4381688.461538462,4373594.3175426135,4377624.343240978,-4030.025698363781,40.73121005918675,-0.1917808219178082
2020-10-01 10:00:30,4371900.0,4377200.0,4369200.0,4369300.0,10796.0,242,4373200.0,4361644.774159613,4393415.225840387,7011.105289543368,4373008.333333333,4381019.230769231,4372933.653305288,4377007.725223128,-4074.0719178393483,38.12068537076361,-0.12572003291579045
2020-10-01 10:01:00,4370100.0,4374000.0,4368500.0,4371100.0,4982.0,156,4371250.0,4362284.477992627,4390445.522007373,6859.994760589031,4372216.666666667,4380230.769230769,4372651.552796783,4376570.115947342,-3918.5631505576894,41.29191547552836,-0.216865269597772
2020-10-01 10:01:30,4371800.0,4374300.0,4370200.0,4371000.0,4609.0,122,4372250.0,4363423.941622356,4387046.058377644,6583.995284530128,4371466.666666667,4379434.615384615,4372397.467751124,4376157.514766056,-3760.0470149321477,41.165694977102696,-0.2054794520547945
2020-10-01 10:02:00,4371300.0,4382500.0,4371000.0,4382500.0,13496.0,385,4376750.0,4363860.840818732,4386219.159181268,7075.595756077116,4371541.666666667,4379103.846153846,4373951.70348172,4376627.328487089,-2675.625005369074,57.32225366820586,0.020540441847726857
2020-10-01 10:02:30,4381200.0,4382000.0,4378800.0,4380800.0,5971.0,115,4380400.0,4364266.269598285,4385393.730401715,6738.036180469402,4371866.666666667,4378526.923076923,4375005.287561455,4376936.415265823,-1931.127704367973,54.92124158398431,0.08910416047887773
2020-10-01 10:03:00,4380500.0,4382000.0,4374100.0,4376700.0,12144.0,272,4378050.0,4364364.60078672,4384905.39921328,6854.232562422461,4372400.0,4377896.153846154,4375266.0125520015,4376918.90302391,-1652.8904719091952,49.53257163609082,0.146443035947189
2020-10-01 10:03:30,4377400.0,4380100.0,4375800.0,4379200.0,5752.0,153,4377950.0,4364386.712857396,4384833.287142604,6598.809306180217,4373200.0,4377380.769230769,4375871.241390154,4377087.873170286,-1216.631780132651,52.5873275102313,0.2196997436836324
2020-10-01 10:04:00,4379100.0,4379800.0,4374100.0,4377000.0,7697.0,184,4376950.0,4364472.127353629,4384447.872646371,6508.928375562194,4374033.333333333,4376711.538461538,4376044.896560899,4377081.3640465615,-1036.4674856625495,49.734407237901536,0.2289901534234028
2020-10-01 10:04:30,4376700.0,4376900.0,4372200.0,4374800.0,7811.0,184,4374550.0,4364472.127353629,4384447.872646371,6338.035538005976,4374700.0,4375988.461538462,4375853.374013068,4376912.374117186,-1059.0001041181386,46.98910364482053,0.1832005129614363
2020-10-01 10:05:00,4374900.0,4377500.0,4370900.0,4373800.0,8878.0,225,4374200.0,4364536.555942661,4383703.444057339,6364.2319842053785,4374916.666666667,4375503.846153846,4375537.47031875,4376681.827886283,-1144.3575675338507,45.75283336471212,0.05948023426061494
2020-10-01 10:05:30,4373600.0,4374800.0,4370000.0,4373100.0,7464.0,150,4372400.0,4364573.9402784165,4382976.0597215835,6207.80878578484,4375075.0,4375046.153846154,4375162.474885096,4376416.507302114,-1254.0324170179665,44.86304295776875,0.04346632503660322
2020-10-01 10:06:00,4372600.0,4379100.0,4371800.0,4379100.0,8922.0,220,4375450.0,4364816.993716738,4382483.006283262,6317.027907206355,4375700.0,4374988.461538462,4375768.247979697,4376615.284538995,-847.0365592977032,53.25466467761986,0.17156189953335166
2020-10-01 10:06:30,4379300.0,4380000.0,4376600.0,4378100.0,5758.0,192,4378300.0,4364773.803941267,4382646.196058733,6025.325116485719,4376433.333333333,4374926.923076923,4376126.979059744,4376725.263462032,-598.2844022884965,51.83857869833109,0.20140525942370632
2020-10-01 10:07:00,4378300.0,4384500.0,4378200.0,4381400.0,14928.0,359,4381350.0,4364877.502995999,4383652.497004001,6062.792604837147,4377291.666666667,4374980.769230769,4376938.213050552,4377071.540242624,-133.32719207089394,55.996863450863984,0.2356386264327057
2020-10-01 10:07:30,4381300.0,4383000.0,4377100.0,4378500.0,5750.0,151,4380050.0,4365405.828892366,4384014.171107634,6046.513344353431,4377916.666666667,4375123.076923077,4377178.487965851,4377177.352076503,1.1358893485739827,51.76690706031386,0.17158544955387786
2020-10-01 10:08:00,4379100.0,4382400.0,4374800.0,4380800.0,9565.0,212,4378600.0,4366445.001395862,4384354.998604138,6201.86200991809,4377775.0,4375130.769230769,4377735.643663412,4377445.696367132,289.94729628041387,54.69024121089039,-0.0387906446092413
2020-10-01 10:08:30,4380800.0,4382500.0,4377800.0,4381900.0,5888.0,114,4380150.0,4367695.100473403,4384614.899526597,6051.675808926279,4377866.666666667,4375203.846153846,4378376.313869041,4377775.644784382,600.6690846597776,56.06183281404875,0.025109569028487943
2020-10-01 10:09:00,4380200.0,4385300.0,4380100.0,4383500.0,13163.0,324,4382700.0,4368055.850586539,4385484.149413461,5966.508228033652,4378433.333333333,4375276.923076923,4379164.573273804,4378199.67109665,964.9021771540863,58.05097977313699,0.1553681997852263
2020-10-01 10:09:30,4384300.0,4384700.0,4380900.0,4381600.0,4284.0,116,4382800.0,4368727.547080415,4385852.452919585,5749.8574052302865,4378633.333333333,4375457.692307692,4379539.254308604,4378451.547311713,1087.7069968907165,54.87403178124314,0.05480453050785532
2020-10-01 10:10:00,4381000.0,4386600.0,4381000.0,4384800.0,8624.0,191,4383800.0,4369210.549216335,4386689.450783665,5734.871664707258,4379283.333333333,4376015.384615385,4380348.599799586,4378921.803066401,1426.7967331865802,58.94883890896792,0.17820424948594926
2020-10-01 10:10:30,4384500.0,4387000.0,4383300.0,4385500.0,8046.0,214,4385150.0,4370382.076629612,4387137.923370388,5531.384498236532,4380175.0,4376626.923076923,4381141.122907343,4379409.0769133335,1732.0459940088913,59.803900081765825,0.2445826094907196
2020-10-01 10:11:00,4385600.0,4386400.0,4374300.0,4375000.0,11650.0,374,4380350.0,4371136.438751273,4386773.561248727,6188.246048412879,4380275.0,4376934.615384615,4380196.334767752,4379082.478623457,1113.856144295074,44.74762156484809,0.0274360967579679
2020-10-01 10:11:30,4374700.0,4377700.0,4373400.0,4374800.0,7760.0,199,4375550.0,4371949.035853335,4386340.964146665,5999.421443571589,4380416.666666667,4377242.307692308,4379366.129418869,4378765.257984683,600.8714341847226,44.51771763064602,0.03887402529098352
2020-10-01 10:12:00,4374700.0,4376700.0,4368900.0,4373400.0,14306.0,372,4372800.0,4371253.360974196,4386126.639025804,6179.479299214432,4379941.666666667,4377326.923076923,4378448.263354426,4378367.831467299,80.43188712745905,42.857790778782665,-0.13016373227375488
2020-10-01 10:12:30,4372800.0,4373900.0,4368600.0,4369600.0,5670.0,138,4371250.0,4369782.281748879,4386477.718251121,6091.531369292989,4379233.333333333,4377265.384615385,4377086.99206913,4377718.362469722,-631.3704005908221,38.645702099904106,-0.1941481464562253
2020-10-01 10:13:00,4370400.0,4374600.0,4370400.0,4372300.0,6288.0,175,4372500.0,4369199.110263578,4386620.889736422,5982.3782323636915,4378475.0,4377292.307692308,4376350.531750802,4377317.002286778,-966.4705359758807,42.936986331635865,-0.20769617017391706
2020-10-01 10:13:30,4372600.0,4372850.0,4362000.0,4364200.0,16385.0,464,4367425.0,4366629.586902685,4387690.413097316,6469.140409127322,4377283.333333333,4377096.153846154,4374481.219173756,4376345.372487756,-1864.1533140018585,35.02290670596307,-0.3265958661642115
2020-10-01 10:14:00,4364100.0,4370400.0,4364000.0,4369100.0,6627.0,192,4367200.0,4365663.058728308,4387866.9412716925,6462.2263682145895,4376308.333333333,4377019.230769231,4373653.33930087,4375808.678229405,-2155.3389285346493,41.98879474338406,-0.2670745069393718
2020-10-01 10:14:30,4369200.0,4374400.0,4368700.0,4371000.0,8433.0,237,4371550.0,4365217.909703622,4387932.090296378,6386.00373139313,4375400.0,4377019.230769231,4373245.133254582,4375452.479842042,-2207.3465874595568,44.474506912309074,-0.2487505420023277
2020-10-01 10:15:00,4371000.0,4375200.0,4370800.0,4373000.0,5231.0,160,4373000.0,4365133.548338035,4387936.451661965,6187.403358253817,4374525.0,4376653.846153846,4373207.4204461835,4375270.814668559,-2063.394222373143,47.04664064371313,-0.239534618455572
2020-10-01 10:15:30,4373400.0,4373400.0,4368000.0,4369700.0,4475.0,86,4370700.0,4364666.235107922,4388063.764892078,6108.663022428435,4373533.333333333,4376226.923076923,4372667.817300618,4374858.161730146,-2190.3444295283407,43.46859899502935,-0.2715902866532773
2020-10-01 10:16:00,4369100.0,4369600.0,4363000.0,4366400.0,13023.0,373,4366300.0,4363335.9530418785,4388124.0469581215,6167.796720185592,4372000.0,4375830.769230769,4371703.537715907,4374231.631231617,-2528.093515709974,40.17789627673852,-0.4196314541142127
2020-10-01 10:16:30,4367000.0,4367200.0,4355700.0,4361000.0,22500.0,764,4361450.0,4360984.013713918,4388765.986286082,6701.017048167032,4369958.333333333,4375130.769230769,4370056.839605767,4373251.510399645,-3194.6707938779145,35.44879142213465,-0.5586592178770949
2020-10-01 10:17:00,4361500.0,4363000.0,4351900.0,4359300.0,20385.0,514,4357450.0,4358667.8014845485,4388872.1985154515,7140.91534335033,4368650.0,4374450.0,4368401.941204879,4372218.065184857,-3816.123979977332,34.08847732870389,-0.3588571428571428
2020-10-01 10:17:30,4360000.0,4360100.0,4356900.0,4358000.0,7934.0,205,4358500.0,4356339.577116083,4389150.422883917,6746.823809015295,4367250.0,4373803.846153846,4366801.642557975,4371164.875171163,-4363.232613188215,33.04420869118019,-0.3840175550882326
2020-10-01 10:18:00,4357700.0,4362500.0,4357000.0,4362500.0,8533.0,195,4359750.0,4355282.9640116375,4388377.0359883625,6622.141428113767,4366341.666666667,4373369.230769231,4366139.851395208,4370523.032565892,-4383.181170682423,39.90673862786943,-0.2492340055791833
2020-10-01 10:18:30,4362900.0,4364900.0,4359400.0,4362500.0,8381.0,187,4362150.0,4354514.676509773,4387205.323490227,6509.92728530239,4365750.0,4372961.538461538,4365579.8742574835,4369928.7338573085,-4348.859599823132,39.90673862786943,-0.1624862687660198
2020-10-01 10:19:00,4361400.0,4368400.0,4359000.0,4365200.0,11805.0,297,4363700.0,4354508.876782036,4385381.123217964,6798.934556772151,4365158.333333333,4372426.923076923,4365521.432064027,4369578.4572752835,-4057.0252112587923,43.90731831388256,-0.16238592960226886
2020-10-01 10:19:30,4365200.0,4365900.0,4362200.0,4365500.0,5254.0,152,4364050.0,4354563.800220902,4383716.199779098,6489.0411010949365,4365266.666666667,4371942.307692308,4365518.134823406,4369276.349328967,-3758.2145055606957,44.35062027511889,0.02978781907336969
2020-10-01 10:20:00,4365300.0,4365900.0,4361500.0,4364200.0,9497.0,243,4363700.0,4355301.580893796,4380918.419106204,6280.136990985443,4364858.333333333,4371280.769230769,4365315.344850575,4368900.3234527465,-3584.9786021718755,42.77311398568868,-0.11215124396328764
2020-10-01 10:20:30,4363700.0,4365800.0,4360700.0,4360700.0,5595.0,141,4363250.0,4356458.256630123,4377281.743369877,6162.123291886898,4364000.0,4370596.153846154,4364605.2917966405,4368292.892085876,-3687.600289235823,38.774353915818494,-0.2356440173873256
2020-10-01 10:21:00,4360700.0,4364300.0,4360500.0,4362700.0,3732.0,110,4362400.0,4356398.535116473,4376111.464883527,5925.910962698208,4363141.666666667,4369900.0,4364312.169981773,4367878.603783219,-3566.43380144611,42.10509923482142,-0.2355362451406357
2020-10-01 10:21:30,4362500.0,4368000.0,4361600.0,4368000.0,8654.0,210,4364800.0,4356821.425345322,4375008.574654678,5973.319866428387,4363000.0,4369365.384615385,4364879.5284461165,4367887.596095573,-3008.0676494576037,49.88550062966914,-0.03890427260452664
2020-10-01 10:22:00,4367800.0,4369800.0,4365800.0,4367400.0,7570.0,270,4367800.0,4357155.147755416,4374074.852244584,5775.987879785548,4363083.333333333,4368746.153846154,4365267.293300559,4367851.4778662715,-2584.1845657126983,49.081348457628785,0.02290216196408941
